Title,Location,Link,Distance,Review_Score,Review_description,Number_Of_Reviews,Details,Price
M Boutique Hotel Station 18 - Ipoh,Ipoh,https://www.booking.com/hotel/my/m-boutique-station-18.en-gb.html?label=bin859jc-1DCAEoggI46AdIM1gDaKEBiAEBmAEcuAEXyAEM2AED6AEBiAIBqAIDuAL947WqBsACAdICJDdmYjcyNmJmLTkzMzItNDA3OS05MzliLWE1YWQxZmU2NGZlZtgCBOACAQ&sid=85489ec5df5af134b1a3c27784987624&aid=397645&ucfs=1&arphpl=1&checkin=2023-12-27&checkout=2023-12-28&dest_id=128&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=21&sr_order=popularity&srpvid=577f005c66a1013f&srepoch=1699574594&all_sr_blocks=133358910_257131301_2_0_0&highlighted_blocks=133358910_257131301_2_0_0&matching_block_id=133358910_257131301_2_0_0&sr_pri_blocks=133358910_257131301_2_0_0__20250&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,,8.3,Very good ,"1,894 reviews",Travel Sustainable Level 3,MYR 203
Cloud9 Holiday Cottages,Pantai Cenang,https://www.booking.com/hotel/my/cloud9-holiday-cottages.en-gb.html?label=bin859jc-1DCAEoggI46AdIM1gDaKEBiAEBmAEcuAEXyAEM2AED6AEBiAIBqAIDuAL947WqBsACAdICJDdmYjcyNmJmLTkzMzItNDA3OS05MzliLWE1YWQxZmU2NGZlZtgCBOACAQ&sid=85489ec5df5af134b1a3c27784987624&aid=397645&ucfs=1&arphpl=1&checkin=2023-12-27&checkout=2023-12-28&dest_id=128&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=22&sr_order=popularity&srpvid=577f005c66a1013f&srepoch=1699574594&all_sr_blocks=438951306_378247349_0_0_0&highlighted_blocks=438951306_378247349_0_0_0&matching_block_id=438951306_378247349_0_0_0&sr_pri_blocks=438951306_378247349_0_0_0__39200&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,,8.1,Very good ,"1,344 reviews",Travel Sustainable Level 3,MYR 392
Changlun Chalet,Changlun,https://www.booking.com/hotel/my/changlun-chalet.en-gb.html?label=bin859jc-1DCAEoggI46AdIM1gDaKEBiAEBmAEcuAEXyAEM2AED6AEBiAIBqAIDuAL947WqBsACAdICJDdmYjcyNmJmLTkzMzItNDA3OS05MzliLWE1YWQxZmU2NGZlZtgCBOACAQ&sid=85489ec5df5af134b1a3c27784987624&aid=397645&ucfs=1&arphpl=1&checkin=2023-12-27&checkout=2023-12-28&dest_id=128&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=23&sr_order=popularity&srpvid=577f005c66a1013f&srepoch=1699574594&all_sr_blocks=189431603_356686114_2_0_0&highlighted_blocks=189431603_356686114_2_0_0&matching_block_id=189431603_356686114_2_0_0&sr_pri_blocks=189431603_356686114_2_0_0__7500&from=searchresults#hotelTmpl,,8.1,Very good ,583 reviews,,MYR 75
7 Heaven Boutique Hotel,Pasir Gudang,https://www.booking.com/hotel/my/7-heaven-boutique.en-gb.html?label=bin859jc-1DCAEoggI46AdIM1gDaKEBiAEBmAEcuAEXyAEM2AED6AEBiAIBqAIDuAL947WqBsACAdICJDdmYjcyNmJmLTkzMzItNDA3OS05MzliLWE1YWQxZmU2NGZlZtgCBOACAQ&sid=85489ec5df5af134b1a3c27784987624&aid=397645&ucfs=1&arphpl=1&checkin=2023-12-27&checkout=2023-12-28&dest_id=128&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=24&sr_order=popularity&srpvid=577f005c66a1013f&srepoch=1699574594&all_sr_blocks=250423004_335376839_2_0_0&highlighted_blocks=250423004_335376839_2_0_0&matching_block_id=250423004_335376839_2_0_0&sr_pri_blocks=250423004_335376839_2_0_0__13230&from=searchresults#hotelTmpl,,8.5,Very good ,770 reviews,,MYR 132
Jomstay Sunway Onsen Suites Ipoh - Lost World of Tambun Ipoh Waterpark,Tambun,https://www.booking.com/hotel/my/jomstay-sunway-octagon-suite-1-lost-world-of-tambun.en-gb.html?label=bin859jc-1DCAEoggI46AdIM1gDaKEBiAEBmAEcuAEXyAEM2AED6AEBiAIBqAIDuAL947WqBsACAdICJDdmYjcyNmJmLTkzMzItNDA3OS05MzliLWE1YWQxZmU2NGZlZtgCBOACAQ&sid=85489ec5df5af134b1a3c27784987624&aid=397645&ucfs=1&arphpl=1&checkin=2023-12-27&checkout=2023-12-28&dest_id=128&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=25&sr_order=popularity&srpvid=577f005c66a1013f&srepoch=1699574594&all_sr_blocks=938386208_366104004_3_0_0&highlighted_blocks=938386208_366104004_3_0_0&matching_block_id=938386208_366104004_3_0_0&sr_pri_blocks=938386208_366104004_3_0_0__64813&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,,8.9,Fabulous ,42 reviews,Travel Sustainable Level 3,MYR 648
DoubleTree by Hilton Damai Laut,Lumut,https://www.booking.com/hotel/my/doubleetreebyhiltondamailaut.en-gb.html?label=bin859jc-1DCAEoggI46AdIM1gDaKEBiAEBmAEcuAEXyAEM2AED6AEBiAIBqAIDuAL947WqBsACAdICJDdmYjcyNmJmLTkzMzItNDA3OS05MzliLWE1YWQxZmU2NGZlZtgCBOACAQ&sid=85489ec5df5af134b1a3c27784987624&aid=397645&ucfs=1&arphpl=1&checkin=2023-12-27&checkout=2023-12-28&dest_id=128&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=26&sr_order=popularity&srpvid=577f005c66a1013f&srepoch=1699574618&all_sr_blocks=2570829_122184236_2_41_0&highlighted_blocks=2570829_122184236_2_41_0&matching_block_id=2570829_122184236_2_41_0&sr_pri_blocks=2570829_122184236_2_41_0__66000&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,,8.7,Fabulous ,"1,563 reviews",Travel Sustainable Level 3,MYR 660
D'Pristine Theme Suite by Nest Home at LEGOLAND,Nusajaya,https://www.booking.com/hotel/my/d-39-pristine-theme-suite-by-nest-home-at-legoland.en-gb.html?label=bin859jc-1DCAEoggI46AdIM1gDaKEBiAEBmAEcuAEXyAEM2AED6AEBiAIBqAIDuAL947WqBsACAdICJDdmYjcyNmJmLTkzMzItNDA3OS05MzliLWE1YWQxZmU2NGZlZtgCBOACAQ&sid=85489ec5df5af134b1a3c27784987624&aid=397645&ucfs=1&arphpl=1&checkin=2023-12-27&checkout=2023-12-28&dest_id=128&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=27&sr_order=popularity&srpvid=577f005c66a1013f&srepoch=1699574618&all_sr_blocks=642327617_360590831_2_0_0&highlighted_blocks=642327617_360590831_2_0_0&matching_block_id=642327617_360590831_2_0_0&sr_pri_blocks=642327617_360590831_2_0_0__27000&from=searchresults#hotelTmpl,,8.3,Very good ,132 reviews,,MYR 270
Ascott Star KLCC,"Kuala Lumpur City-Centre, Kuala Lumpur",https://www.booking.com/hotel/my/ascott-star-klcc.en-gb.html?label=bin859jc-1DCAEoggI46AdIM1gDaKEBiAEBmAEcuAEXyAEM2AED6AEBiAIBqAIDuAL947WqBsACAdICJDdmYjcyNmJmLTkzMzItNDA3OS05MzliLWE1YWQxZmU2NGZlZtgCBOACAQ&sid=85489ec5df5af134b1a3c27784987624&aid=397645&ucfs=1&arphpl=1&checkin=2023-12-27&checkout=2023-12-28&dest_id=128&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=28&sr_order=popularity&srpvid=577f005c66a1013f&srepoch=1699574618&all_sr_blocks=794579501_339533619_0_2_0&highlighted_blocks=794579501_339533619_0_2_0&matching_block_id=794579501_339533619_0_2_0&sr_pri_blocks=794579501_339533619_0_2_0__67500&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,,9,Superb ,"1,546 reviews",Travel Sustainable Level 3,MYR 675
1 Orange Hotel Sungai Buloh,Sungai Buluh,https://www.booking.com/hotel/my/orange-sungai-buloh.en-gb.html?label=bin859jc-1DCAEoggI46AdIM1gDaKEBiAEBmAEcuAEXyAEM2AED6AEBiAIBqAIDuAL947WqBsACAdICJDdmYjcyNmJmLTkzMzItNDA3OS05MzliLWE1YWQxZmU2NGZlZtgCBOACAQ&sid=85489ec5df5af134b1a3c27784987624&aid=397645&ucfs=1&arphpl=1&checkin=2023-12-27&checkout=2023-12-28&dest_id=128&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=29&sr_order=popularity&srpvid=577f005c66a1013f&srepoch=1699574618&all_sr_blocks=152137002_122793638_0_0_0&highlighted_blocks=152137002_122793638_0_0_0&matching_block_id=152137002_122793638_0_0_0&sr_pri_blocks=152137002_122793638_0_0_0__13500&from=searchresults#hotelTmpl,,7.6,Good ,751 reviews,,MYR 135
Rz Gold Hotel,Kuala Kerai,https://www.booking.com/hotel/my/rz-gold.en-gb.html?label=bin859jc-1DCAEoggI46AdIM1gDaKEBiAEBmAEcuAEXyAEM2AED6AEBiAIBqAIDuAL947WqBsACAdICJDdmYjcyNmJmLTkzMzItNDA3OS05MzliLWE1YWQxZmU2NGZlZtgCBOACAQ&sid=85489ec5df5af134b1a3c27784987624&aid=397645&ucfs=1&arphpl=1&checkin=2023-12-27&checkout=2023-12-28&dest_id=128&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=30&sr_order=popularity&srpvid=577f005c66a1013f&srepoch=1699574618&all_sr_blocks=1078700802_380532353_2_0_0&highlighted_blocks=1078700802_380532353_2_0_0&matching_block_id=1078700802_380532353_2_0_0&sr_pri_blocks=1078700802_380532353_2_0_0__9500&from=searchresults#hotelTmpl,,7.5,Good ,2 reviews,,MYR 95
Eco Garden Hotel,Rawang,https://www.booking.com/hotel/my/eco-garden.en-gb.html?label=bin859jc-1DCAEoggI46AdIM1gDaKEBiAEBmAEcuAEXyAEM2AED6AEBiAIBqAIDuAL947WqBsACAdICJDdmYjcyNmJmLTkzMzItNDA3OS05MzliLWE1YWQxZmU2NGZlZtgCBOACAQ&sid=85489ec5df5af134b1a3c27784987624&aid=397645&ucfs=1&arphpl=1&checkin=2023-12-27&checkout=2023-12-28&dest_id=128&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=31&sr_order=popularity&srpvid=577f005c66a1013f&srepoch=1699574618&all_sr_blocks=306171503_278830982_2_0_0&highlighted_blocks=306171503_278830982_2_0_0&matching_block_id=306171503_278830982_2_0_0&sr_pri_blocks=306171503_278830982_2_0_0__8910&from=searchresults#hotelTmpl,,7.8,Good ,498 reviews,,MYR 89
Days Hotel & Suites by Wyndham Fraser Business Park KL,"Pudu, Kuala Lumpur",https://www.booking.com/hotel/my/days-suites-fraser-business-park-kuala-lumpur.en-gb.html?label=bin859jc-1DCAEoggI46AdIM1gDaKEBiAEBmAEcuAEXyAEM2AED6AEBiAIBqAIDuAL947WqBsACAdICJDdmYjcyNmJmLTkzMzItNDA3OS05MzliLWE1YWQxZmU2NGZlZtgCBOACAQ&sid=85489ec5df5af134b1a3c27784987624&aid=397645&ucfs=1&arphpl=1&checkin=2023-12-27&checkout=2023-12-28&dest_id=128&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=32&sr_order=popularity&srpvid=577f005c66a1013f&srepoch=1699574618&all_sr_blocks=401582904_368927098_2_2_0&highlighted_blocks=401582904_368927098_2_2_0&matching_block_id=401582904_368927098_2_2_0&sr_pri_blocks=401582904_368927098_2_2_0__18000&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,,8.3,Very good ,"2,918 reviews",Travel Sustainable Level 2,MYR 180
"Hotel Sara's Inn, Shah Alam",Shah Alam,https://www.booking.com/hotel/my/sara-39-s-inn-shah-alam.en-gb.html?label=bin859jc-1DCAEoggI46AdIM1gDaKEBiAEBmAEcuAEXyAEM2AED6AEBiAIBqAIDuAL947WqBsACAdICJDdmYjcyNmJmLTkzMzItNDA3OS05MzliLWE1YWQxZmU2NGZlZtgCBOACAQ&sid=85489ec5df5af134b1a3c27784987624&aid=397645&ucfs=1&arphpl=1&checkin=2023-12-27&checkout=2023-12-28&dest_id=128&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=33&sr_order=popularity&srpvid=577f005c66a1013f&srepoch=1699574618&all_sr_blocks=890203606_359093779_0_0_0&highlighted_blocks=890203606_359093779_0_0_0&matching_block_id=890203606_359093779_0_0_0&sr_pri_blocks=890203606_359093779_0_0_0__10200&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,,7.3,Good ,445 reviews,Travel Sustainable Level 1,MYR 102
DoubleTree By Hilton Kuala Lumpur,"Kuala Lumpur City-Centre, Kuala Lumpur",https://www.booking.com/hotel/my/doubletree-by-hilton-kuala-lumpur.en-gb.html?label=bin859jc-1DCAEoggI46AdIM1gDaKEBiAEBmAEcuAEXyAEM2AED6AEBiAIBqAIDuAL947WqBsACAdICJDdmYjcyNmJmLTkzMzItNDA3OS05MzliLWE1YWQxZmU2NGZlZtgCBOACAQ&sid=85489ec5df5af134b1a3c27784987624&aid=397645&ucfs=1&arphpl=1&checkin=2023-12-27&checkout=2023-12-28&dest_id=128&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=34&sr_order=popularity&srpvid=577f005c66a1013f&srepoch=1699574618&all_sr_blocks=24850012_94364879_2_42_0&highlighted_blocks=24850012_94364879_2_42_0&matching_block_id=24850012_94364879_2_42_0&sr_pri_blocks=24850012_94364879_2_42_0__37500&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,,8.5,Very good ,"4,549 reviews",Travel Sustainable Level 3+,MYR 375
Genting @ The MOST by NextGen,Genting Highlands,https://www.booking.com/hotel/my/genting-the-most-by-nextgen.en-gb.html?label=bin859jc-1DCAEoggI46AdIM1gDaKEBiAEBmAEcuAEXyAEM2AED6AEBiAIBqAIDuAL947WqBsACAdICJDdmYjcyNmJmLTkzMzItNDA3OS05MzliLWE1YWQxZmU2NGZlZtgCBOACAQ&sid=85489ec5df5af134b1a3c27784987624&aid=397645&ucfs=1&arphpl=1&checkin=2023-12-27&checkout=2023-12-28&dest_id=128&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=35&sr_order=popularity&srpvid=577f005c66a1013f&srepoch=1699574618&all_sr_blocks=986772701_371059144_0_0_0&highlighted_blocks=986772701_371059144_0_0_0&matching_block_id=986772701_371059144_0_0_0&sr_pri_blocks=986772701_371059144_0_0_0__25410&from=searchresults#hotelTmpl,,7.8,Good ,565 reviews,,MYR 254
"Kensington Sunrise at Sg Palas,PalasHorizon",Tanah Rata,https://www.booking.com/hotel/my/palas-horizon-by-kensington-cameron-sunshine-homestay.en-gb.html?label=bin859jc-1DCAEoggI46AdIM1gDaKEBiAEBmAEcuAEXyAEM2AED6AEBiAIBqAIDuAL947WqBsACAdICJDdmYjcyNmJmLTkzMzItNDA3OS05MzliLWE1YWQxZmU2NGZlZtgCBOACAQ&sid=85489ec5df5af134b1a3c27784987624&aid=397645&ucfs=1&arphpl=1&checkin=2023-12-27&checkout=2023-12-28&dest_id=128&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=36&sr_order=popularity&srpvid=577f005c66a1013f&srepoch=1699574618&all_sr_blocks=670978908_274100592_0_0_0&highlighted_blocks=670978908_274100592_0_0_0&matching_block_id=670978908_274100592_0_0_0&sr_pri_blocks=670978908_274100592_0_0_0__45000&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,,8.5,Very good ,587 reviews,Travel Sustainable Level 1,MYR 450
Ceylonz Starlight Suites Bukit Bintang,"Bukit Bintang, Kuala Lumpur",https://www.booking.com/hotel/my/ceylonz-starlight-suites.en-gb.html?label=bin859jc-1DCAEoggI46AdIM1gDaKEBiAEBmAEcuAEXyAEM2AED6AEBiAIBqAIDuAL947WqBsACAdICJDdmYjcyNmJmLTkzMzItNDA3OS05MzliLWE1YWQxZmU2NGZlZtgCBOACAQ&sid=85489ec5df5af134b1a3c27784987624&aid=397645&ucfs=1&arphpl=1&checkin=2023-12-27&checkout=2023-12-28&dest_id=128&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=37&sr_order=popularity&srpvid=577f005c66a1013f&srepoch=1699574618&all_sr_blocks=637491807_250949433_0_0_0&highlighted_blocks=637491807_250949433_0_0_0&matching_block_id=637491807_250949433_0_0_0&sr_pri_blocks=637491807_250949433_0_0_0__40500&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,,8.2,Very good ,"3,681 reviews",Travel Sustainable Level 2,MYR 405
KSL ESPLANADE HOTEL with HOT SPRING,Klang,https://www.booking.com/hotel/my/esplanade-hot-spring-klang-bandar-diraja-selangor-darul-eshan.en-gb.html?label=bin859jc-1DCAEoggI46AdIM1gDaKEBiAEBmAEcuAEXyAEM2AED6AEBiAIBqAIDuAL947WqBsACAdICJDdmYjcyNmJmLTkzMzItNDA3OS05MzliLWE1YWQxZmU2NGZlZtgCBOACAQ&sid=85489ec5df5af134b1a3c27784987624&aid=397645&ucfs=1&arphpl=1&checkin=2023-12-27&checkout=2023-12-28&dest_id=128&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=38&sr_order=popularity&srpvid=577f005c66a1013f&srepoch=1699574618&all_sr_blocks=836642803_368460590_2_2_0&highlighted_blocks=836642803_368460590_2_2_0&matching_block_id=836642803_368460590_2_2_0&sr_pri_blocks=836642803_368460590_2_2_0__21624&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,,8.3,Very good ,625 reviews,Travel Sustainable Level 2,MYR 216
The George Penang by The Crest Collection,George Town,https://www.booking.com/hotel/my/the-george-george-town-penang.en-gb.html?label=bin859jc-1DCAEoggI46AdIM1gDaKEBiAEBmAEcuAEXyAEM2AED6AEBiAIBqAIDuAL947WqBsACAdICJDdmYjcyNmJmLTkzMzItNDA3OS05MzliLWE1YWQxZmU2NGZlZtgCBOACAQ&sid=85489ec5df5af134b1a3c27784987624&aid=397645&ucfs=1&arphpl=1&checkin=2023-12-27&checkout=2023-12-28&dest_id=128&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=39&sr_order=popularity&srpvid=577f005c66a1013f&srepoch=1699574618&all_sr_blocks=909788416_382827074_0_2_0&highlighted_blocks=909788416_382827074_0_2_0&matching_block_id=909788416_382827074_0_2_0&sr_pri_blocks=909788416_382827074_0_2_0__65773&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,,8.1,Very good ,185 reviews,Travel Sustainable Level 2,MYR 658
OYO 89486 Kulim Inn,Kulim,https://www.booking.com/hotel/my/oyo-89486-kulim-inn.en-gb.html?label=bin859jc-1DCAEoggI46AdIM1gDaKEBiAEBmAEcuAEXyAEM2AED6AEBiAIBqAIDuAL947WqBsACAdICJDdmYjcyNmJmLTkzMzItNDA3OS05MzliLWE1YWQxZmU2NGZlZtgCBOACAQ&sid=85489ec5df5af134b1a3c27784987624&aid=397645&ucfs=1&arphpl=1&checkin=2023-12-27&checkout=2023-12-28&dest_id=128&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=40&sr_order=popularity&srpvid=577f005c66a1013f&srepoch=1699574618&all_sr_blocks=582504801_383238388_2_0_0&highlighted_blocks=582504801_383238388_2_0_0&matching_block_id=582504801_383238388_2_0_0&sr_pri_blocks=582504801_383238388_2_0_0__12960&from=searchresults#hotelTmpl,,7.2,Good ,454 reviews,,MYR 130
The Platinum 2 Kuala Lumpur by LUMA,"Kuala Lumpur City-Centre, Kuala Lumpur",https://www.booking.com/hotel/my/victory-suites-kuala-lumpur-by-luma.en-gb.html?label=bin859jc-1DCAEoggI46AdIM1gDaKEBiAEBmAEcuAEXyAEM2AED6AEBiAIBqAIDuAL947WqBsACAdICJDdmYjcyNmJmLTkzMzItNDA3OS05MzliLWE1YWQxZmU2NGZlZtgCBOACAQ&sid=85489ec5df5af134b1a3c27784987624&aid=397645&ucfs=1&arphpl=1&checkin=2023-12-27&checkout=2023-12-28&dest_id=128&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=41&sr_order=popularity&srpvid=577f005c66a1013f&srepoch=1699574618&all_sr_blocks=918624317_363457573_2_0_0&highlighted_blocks=918624317_363457573_2_0_0&matching_block_id=918624317_363457573_2_0_0&sr_pri_blocks=918624317_363457573_2_0_0__52500&from=searchresults#hotelTmpl,,8.2,Very good ,"2,250 reviews",,MYR 525
SHAHALAM ALLBESS@TREFOIL,Setia Alam,https://www.booking.com/hotel/my/shahalam-allbess-trefoil.en-gb.html?label=bin859jc-1DCAEoggI46AdIM1gDaKEBiAEBmAEcuAEXyAEM2AED6AEBiAIBqAIDuAL947WqBsACAdICJDdmYjcyNmJmLTkzMzItNDA3OS05MzliLWE1YWQxZmU2NGZlZtgCBOACAQ&sid=85489ec5df5af134b1a3c27784987624&aid=397645&ucfs=1&arphpl=1&checkin=2023-12-27&checkout=2023-12-28&dest_id=128&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=42&sr_order=popularity&srpvid=577f005c66a1013f&srepoch=1699574618&all_sr_blocks=366649701_119285015_2_0_0&highlighted_blocks=366649701_119285015_2_0_0&matching_block_id=366649701_119285015_2_0_0&sr_pri_blocks=366649701_119285015_2_0_0__15096&from=searchresults#hotelTmpl,,7.3,Good ,512 reviews,,MYR 151
Nature Lodge Sepilok,Sepilok,https://www.booking.com/hotel/my/nature-lodge-sepilok.en-gb.html?label=bin859jc-1DCAEoggI46AdIM1gDaKEBiAEBmAEcuAEXyAEM2AED6AEBiAIBqAIDuAL947WqBsACAdICJDdmYjcyNmJmLTkzMzItNDA3OS05MzliLWE1YWQxZmU2NGZlZtgCBOACAQ&sid=85489ec5df5af134b1a3c27784987624&aid=397645&ucfs=1&arphpl=1&checkin=2023-12-27&checkout=2023-12-28&dest_id=128&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=43&sr_order=popularity&srpvid=577f005c66a1013f&srepoch=1699574618&all_sr_blocks=218186801_97492140_0_0_0&highlighted_blocks=218186801_97492140_0_0_0&matching_block_id=218186801_97492140_0_0_0&sr_pri_blocks=218186801_97492140_0_0_0__20988&from=searchresults#hotelTmpl,,8.2,Very good ,385 reviews,,MYR 210
Copthorne Cameron Highlands,Cameron Highlands,https://www.booking.com/hotel/my/equatorial-cameron-highlands.en-gb.html?label=bin859jc-1DCAEoggI46AdIM1gDaKEBiAEBmAEcuAEXyAEM2AED6AEBiAIBqAIDuAL947WqBsACAdICJDdmYjcyNmJmLTkzMzItNDA3OS05MzliLWE1YWQxZmU2NGZlZtgCBOACAQ&sid=85489ec5df5af134b1a3c27784987624&aid=397645&ucfs=1&arphpl=1&checkin=2023-12-27&checkout=2023-12-28&dest_id=128&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=44&sr_order=popularity&srpvid=577f005c66a1013f&srepoch=1699574618&all_sr_blocks=2564849_372573118_0_1_0&highlighted_blocks=2564849_372573118_0_1_0&matching_block_id=2564849_372573118_0_1_0&sr_pri_blocks=2564849_372573118_0_1_0__33400&from=searchresults#hotelTmpl,,7.3,Good ,"7,935 reviews",,MYR 334
Hotel Penaga,George Town,https://www.booking.com/hotel/my/penaga.en-gb.html?label=bin859jc-1DCAEoggI46AdIM1gDaKEBiAEBmAEcuAEXyAEM2AED6AEBiAIBqAIDuAL947WqBsACAdICJDdmYjcyNmJmLTkzMzItNDA3OS05MzliLWE1YWQxZmU2NGZlZtgCBOACAQ&sid=85489ec5df5af134b1a3c27784987624&aid=397645&ucfs=1&arphpl=1&checkin=2023-12-27&checkout=2023-12-28&dest_id=128&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=45&sr_order=popularity&srpvid=577f005c66a1013f&srepoch=1699574618&all_sr_blocks=26970526_359641644_2_1_0&highlighted_blocks=26970526_359641644_2_1_0&matching_block_id=26970526_359641644_2_1_0&sr_pri_blocks=26970526_359641644_2_1_0__33500&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,,7.9,Good ,"2,471 reviews",Travel Sustainable Level 1,MYR 335
Woodsbury by Micheal Butterworth Penang 7722,Butterworth,https://www.booking.com/hotel/my/woodsbury-suites-butterworth-penang.en-gb.html?label=bin859jc-1DCAEoggI46AdIM1gDaKEBiAEBmAEcuAEXyAEM2AED6AEBiAIBqAIDuAL947WqBsACAdICJDdmYjcyNmJmLTkzMzItNDA3OS05MzliLWE1YWQxZmU2NGZlZtgCBOACAQ&sid=85489ec5df5af134b1a3c27784987624&aid=397645&ucfs=1&arphpl=1&checkin=2023-12-27&checkout=2023-12-28&dest_id=128&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=46&sr_order=popularity&srpvid=577f005c66a1013f&srepoch=1699574618&all_sr_blocks=475929201_149060693_5_0_0&highlighted_blocks=475929201_149060693_5_0_0&matching_block_id=475929201_149060693_5_0_0&sr_pri_blocks=475929201_149060693_5_0_0__14400&from=searchresults#hotelTmpl,,7.7,Good ,"2,624 reviews",,MYR 144
Hotel Bestari,Kuala Lipis,https://www.booking.com/hotel/my/bestari.en-gb.html?label=bin859jc-1DCAEoggI46AdIM1gDaKEBiAEBmAEcuAEXyAEM2AED6AEBiAIBqAIDuAL947WqBsACAdICJDdmYjcyNmJmLTkzMzItNDA3OS05MzliLWE1YWQxZmU2NGZlZtgCBOACAQ&sid=85489ec5df5af134b1a3c27784987624&aid=397645&ucfs=1&arphpl=1&checkin=2023-12-27&checkout=2023-12-28&dest_id=128&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=47&sr_order=popularity&srpvid=577f005c66a1013f&srepoch=1699574618&all_sr_blocks=419514306_273605604_2_0_0&highlighted_blocks=419514306_273605604_2_0_0&matching_block_id=419514306_273605604_2_0_0&sr_pri_blocks=419514306_273605604_2_0_0__9900&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,,7.9,Good ,413 reviews,Travel Sustainable Level 1,MYR 99
Sky Suites KLCC by Luna Suites,"Kuala Lumpur City-Centre, Kuala Lumpur",https://www.booking.com/hotel/my/sky-premier-suites-klcc.en-gb.html?label=bin859jc-1DCAEoggI46AdIM1gDaKEBiAEBmAEcuAEXyAEM2AED6AEBiAIBqAIDuAL947WqBsACAdICJDdmYjcyNmJmLTkzMzItNDA3OS05MzliLWE1YWQxZmU2NGZlZtgCBOACAQ&sid=85489ec5df5af134b1a3c27784987624&aid=397645&ucfs=1&arphpl=1&checkin=2023-12-27&checkout=2023-12-28&dest_id=128&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=48&sr_order=popularity&srpvid=577f005c66a1013f&srepoch=1699574618&all_sr_blocks=898737401_360584482_4_0_0&highlighted_blocks=898737401_360584482_4_0_0&matching_block_id=898737401_360584482_4_0_0&sr_pri_blocks=898737401_360584482_4_0_0__45000&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,,8.2,Very good ,"2,539 reviews",Travel Sustainable Level 3,MYR 450
